字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
包装,包邮,0.877,唯一不舒服的是显示包邮,0.764341,0.235659,0.476314,2
发货,包邮,0.886,唯一不舒服的是显示包邮,0.764341,0.235659,0.476314,2
发货,收,0.875,收了我快递费,0.0707808,0.929219,0.842709,0
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
正品,药品,0.879,药品正规,0.987991,0.0120086,0.973314,2
包装,药品,0.878,药品正规,0.987991,0.0120086,0.973314,2
正品,正规,0.871,药品正规,0.987991,0.0120086,0.973314,2
正品,货品,0.885,货品收到疫情期间留着备用,0.478319,0.521681,0.566382,1
包装,货品,0.884,货品收到疫情期间留着备用,0.478319,0.521681,0.566387,1
发货,收到,0.874,货品收到疫情期间留着备用,0.478319,0.521681,0.566387,1
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
正品,包装,0.89,包装有点破损,0.000384195,0.999616,0.999146,0
正品,包装,0.89,希望下次包装弄好一点,0.432752,0.567249,0.03833,0
包装,包装,1.0,包装有点破损,0.000384195,0.999616,0.999146,0
包装,包装,1.0,希望下次包装弄好一点,0.432752,0.567249,0.03833,0
正品,包装,0.89,包装有点破损,0.000384195,0.999616,0.999146,0
正品,包装,0.89,希望下次包装弄好一点,0.432752,0.567248,0.0383298,0
包装,包装,1.0,包装有点破损,0.000384195,0.999616,0.999146,0
包装,包装,1.0,希望下次包装弄好一点,0.432752,0.567248,0.0383298,0
发货,卖家,0.729,问卖家也没反应,0.00246493,0.997535,0.994522,0
正品,包装,0.89,包装严重受损,0.000319274,0.999681,0.99929,0
包装,包装,1.0,包装严重受损,0.000319274,0.999681,0.99929,0
正品,包装,0.89,包装不好,0.00163344,0.998367,0.99637,0
包装,包装,1.0,包装不好,0.00163344,0.998367,0.99637,0
包装,药盒,0.882,药盒都开了,0.833026,0.166974,0.628946,2
品牌,品种,0.876,买的品种太多了,0.803003,0.196997,0.562228,2
正品,正品,1.0,是正品就不一一评价了,0.291674,0.708327,0.351837,0
包装,正品,0.89,是正品就不一一评价了,0.291673,0.708327,0.351837,0
价格,评价,0.858,是正品就不一一评价了,0.291673,0.708327,0.351837,0
发货,收到,0.874,收到货都压扁了,0.00551248,0.994487,0.98775,0
包装,纸盒,1.0,纸盒都坏了,0.00247385,0.997526,0.994502,0
发货,发货,1.0,就冲这发货速度也得给个好评,0.907587,0.0924128,0.794638,2
效果,速度,0.722,就冲这发货速度也得给个好评,0.907587,0.0924128,0.794638,2
质量,速度,0.888,就冲这发货速度也得给个好评,0.907587,0.0924128,0.794638,2
正品,假药,0.744,假药,0.000808514,0.999191,0.998203,0
发货,假药,0.873,假药,0.000808514,0.999191,0.998203,0
效果,效果,1.0,一点效果都没有,0.000336671,0.999663,0.999252,0
物流,物美,0.875,物美廉价,0.937188,0.0628116,0.860418,2
价格,廉价,0.879,物美廉价,0.937188,0.0628116,0.860418,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
正品,包装,0.89,包装严实,0.972078,0.0279216,0.937952,2
包装,包装,1.0,包装严实,0.972078,0.0279216,0.937952,2
物流,物流,1.0,物流很快,0.994968,0.00503173,0.988818,2
发货,下单,1.0,昨个下单今个就到,0.0510417,0.948958,0.886574,0
质量,服务态度,0.877,快递服务态度太差,0.000533943,0.999466,0.998813,0
服务,服务态度,0.881,快递服务态度太差,0.000533944,0.999466,0.998813,0
包装,外包装,1.0,快递外包装太简单,0.00513198,0.994868,0.988596,0
发货,简单,0.859,快递外包装太简单,0.00513198,0.994868,0.988596,0
价格,价格便宜,0.877,价格便宜,0.979637,0.0203627,0.95475,2
效果,没用,0.855,暂时还没用,0.000996404,0.999004,0.997786,0
发货,收到,0.874,已收到货,0.25492,0.74508,0.433511,0
正品,货,0.884,已收到货,0.25492,0.74508,0.433511,0
发货,货,0.891,已收到货,0.25492,0.74508,0.433511,0
效果,速度,0.722,速度很快,0.999424,0.000575719,0.998721,2
质量,速度,0.888,速度很快,0.999424,0.000575719,0.998721,2
发货,收到,0.874,货已收到,0.367432,0.632568,0.183485,0
正品,正品,1.0,应该是正品吧,0.942424,0.0575762,0.872053,2
包装,正品,0.89,应该是正品吧,0.942424,0.0575762,0.872053,2
物流,配,0.856,根本不给你配感冒药,7.88597e-05,0.999921,0.999825,0
效果,产,0.857,今年产的,0.98138,0.0186196,0.958623,2
价格,以防万一,0.854,备着以防万一,0.901483,0.0985167,0.781074,2
质量,质量,1.0,东西质量还可以,0.947398,0.0526024,0.883106,2
效果,速度,0.722,快递速度也很给力,0.999649,0.000351019,0.99922,2
质量,速度,0.888,快递速度也很给力,0.999649,0.000351019,0.99922,2
正品,药品,0.879,药品一如既往很好,0.999758,0.000242127,0.999462,2
正品,药品,0.879,药品放入快递驿站,0.706787,0.293213,0.348416,2
正品,药品,0.879,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899656,1
正品,药品,0.879,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512947,2
包装,药品,0.878,药品一如既往很好,0.999758,0.000242127,0.999462,2
包装,药品,0.878,药品放入快递驿站,0.706787,0.293213,0.348416,2
包装,药品,0.878,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899654,1
包装,药品,0.878,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512947,2
物流,物流,1.0,物流非常差,0.000586548,0.999413,0.998697,0
物流,物流,1.0,这样的客服及物流不给差评给什么,5.10499e-05,0.999949,0.999887,0
正品,药品,0.879,药品一如既往很好,0.999758,0.000242127,0.999462,2
正品,药品,0.879,药品放入快递驿站,0.706787,0.293213,0.348416,2
正品,药品,0.879,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899656,1
正品,药品,0.879,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512947,2
包装,药品,0.878,药品一如既往很好,0.999758,0.000242127,0.999462,2
包装,药品,0.878,药品放入快递驿站,0.706787,0.293213,0.348416,2
包装,药品,0.878,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899652,1
包装,药品,0.878,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512947,2
正品,药品,0.879,药品一如既往很好,0.999758,0.000242127,0.999462,2
正品,药品,0.879,药品放入快递驿站,0.706787,0.293213,0.348416,2
正品,药品,0.879,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899656,1
正品,药品,0.879,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512947,2
包装,药品,0.878,药品一如既往很好,0.999758,0.000242127,0.999462,2
包装,药品,0.878,药品放入快递驿站,0.706787,0.293213,0.348416,2
包装,药品,0.878,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899652,1
包装,药品,0.878,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512947,2
包装,包裹,0.888,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899656,1
服务,客服,0.878,线上跟客服沟通,0.639864,0.360136,0.199697,2
服务,客服,0.878,客服很不耐烦的回复,0.00122219,0.998778,0.997284,0
服务,客服,0.878,这样的客服及物流不给差评给什么,5.10499e-05,0.999949,0.999887,0
物流,沟通,0.861,线上跟客服沟通,0.639864,0.360136,0.199697,2
服务,客服,0.878,线上跟客服沟通,0.639864,0.360136,0.199697,2
服务,客服,0.878,客服很不耐烦的回复,0.00122219,0.998778,0.997284,0
服务,客服,0.878,这样的客服及物流不给差评给什么,5.10499e-05,0.999949,0.999887,0
正品,药品,0.879,药品一如既往很好,0.999758,0.000242127,0.999462,2
正品,药品,0.879,药品放入快递驿站,0.706787,0.293213,0.348416,2
正品,药品,0.879,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899652,1
正品,药品,0.879,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512948,2
包装,药品,0.878,药品一如既往很好,0.999758,0.000242127,0.999462,2
包装,药品,0.878,药品放入快递驿站,0.706787,0.293213,0.348416,2
包装,药品,0.878,10天后着急找药品网上才看到包裹已到菜鸟驿站等等,0.505017,0.494983,0.899656,1
包装,药品,0.878,药品放入菜鸟驿站12天后,0.780826,0.219174,0.512948,2
服务,客服,0.878,线上跟客服沟通,0.639864,0.360136,0.199697,2
服务,客服,0.878,客服很不耐烦的回复,0.0012222,0.998778,0.997284,0
服务,客服,0.878,这样的客服及物流不给差评给什么,5.10499e-05,0.999949,0.999887,0
物流,物流,1.0,物流非常差,0.000586548,0.999413,0.998697,0
物流,物流,1.0,这样的客服及物流不给差评给什么,5.10499e-05,0.999949,0.999887,0
价格,价格,1.0,价格很划算,0.9992,0.000799472,0.998223,2
正品,送货,0.875,就是送货很慢,0.712438,0.287562,0.360972,2
发货,送货,1.0,就是送货很慢,0.712438,0.287562,0.360972,2
包装,药盒,0.882,药盒都破了的,0.00139248,0.998608,0.996906,0
效果,速度,0.722,快递速度很快,0.970829,0.0291709,0.935176,2
质量,速度,0.888,快递速度很快,0.970829,0.0291709,0.935176,2
正品,正品,1.0,是正品没错,0.996662,0.00333786,0.992583,2
包装,正品,0.89,是正品没错,0.996662,0.00333786,0.992583,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
物流,物流,1.0,物流也快,0.997352,0.00264762,0.994116,2
服务,客服,0.878,客服态度也很好,0.99409,0.00591037,0.986866,2
物流,物流,1.0,物流太垃圾,0.000359591,0.99964,0.999201,0
物流,物流,1.0,打物流电话不接,0.00486632,0.995134,0.989186,0
发货,下单,1.0,本来就是看着同城才下单买的,0.241026,0.758974,0.464386,0
味道,小儿,0.868,小儿止咳糖浆,0.837411,0.162589,0.638691,2
发货,送到,0.865,谁知两天了都没送到,0.00417222,0.995828,0.990728,0
物流,物流,1.0,物流太垃圾,0.00035959,0.99964,0.999201,0
物流,物流,1.0,打物流电话不接,0.00486632,0.995134,0.989186,0
品牌,体验,0.867,体验感非常非常差,0.000568693,0.999431,0.998736,0
质量,感,0.874,体验感非常非常差,0.000568693,0.999431,0.998736,0
发货,送给,0.862,药就是迟迟不送给你,0.0146463,0.985354,0.967453,0
包装,药盒,0.882,里面的药盒也压坏了,0.00654994,0.99345,0.985445,0
发货,发,0.871,发的24小时极速达,0.898866,0.101134,0.775257,2
正品,包装,0.89,盒子包装感觉不怎么样,0.00300069,0.996999,0.993332,0
包装,包装,1.0,盒子包装感觉不怎么样,0.00300069,0.996999,0.993332,0
正品,包装,0.89,包装好,0.977648,0.0223516,0.95033,2
包装,包装,1.0,包装好,0.977648,0.0223516,0.95033,2
物流,物流,1.0,物流快,0.996123,0.0038765,0.991386,2
价格,价格,1.0,价格实惠,0.999855,0.000145209,0.999677,2
效果,没用,0.855,感觉没用处,0.00117074,0.998829,0.997398,0
正品,假药,0.744,假药害人啊,0.000294757,0.999705,0.999345,0
发货,假药,0.873,假药害人啊,0.000294757,0.999705,0.999345,0
质量,幅度,0.879,估计是这次优惠幅度太大,0.334096,0.665904,0.257564,0
正品,包装,0.89,包装是得有多大的劲儿,0.406444,0.593556,0.0967907,0
包装,包装,1.0,包装是得有多大的劲儿,0.406444,0.593556,0.0967904,0
质量,劲儿,0.865,包装是得有多大的劲儿,0.406444,0.593556,0.0967904,0
发货,收到,0.874,东西收到了,0.355832,0.644167,0.209261,0
物流,物流,1.0,物流真快,0.985509,0.0144913,0.967797,2
价格,价格便宜,0.877,价格便宜又是正品,0.99481,0.00518985,0.988467,2
正品,正品,1.0,价格便宜又是正品,0.99481,0.00518985,0.988467,2
包装,正品,0.89,价格便宜又是正品,0.99481,0.00518985,0.988467,2
发货,发货,1.0,发货速度,0.257162,0.742837,0.428528,0
效果,速度,0.722,发货速度,0.257162,0.742837,0.428528,0
质量,速度,0.888,发货速度,0.257163,0.742837,0.428528,0
价格,评价,0.858,忘记评价了,0.669549,0.330451,0.265664,2
正品,正品,1.0,东西是正品,0.99551,0.00448967,0.990023,2
包装,正品,0.89,东西是正品,0.99551,0.00448967,0.990023,2
效果,常备,0.854,常备物品,0.975238,0.0247621,0.944973,2
正品,物品,0.876,常备物品,0.975238,0.0247621,0.944973,2
物流,物品,0.865,常备物品,0.975238,0.0247621,0.944973,2
包装,物品,0.886,常备物品,0.975238,0.0247621,0.944973,2
发货,发货,1.0,虚假发货,0.000258024,0.999742,0.999427,0
发货,收到,0.874,根本就没有收到东西,0.000327502,0.999673,0.999272,0
服务,客服,0.878,客服也不理人,0.000370957,0.999629,0.999176,0
发货,不理,0.859,客服也不理人,0.000370957,0.999629,0.999176,0
正品,药品,0.879,药品是急用品,0.335771,0.664229,0.253843,0
包装,药品,0.878,药品是急用品,0.335771,0.664229,0.253843,0
正品,用品,0.874,药品是急用品,0.335771,0.664229,0.253843,0
包装,用品,0.881,药品是急用品,0.335771,0.664229,0.253843,0
发货,反馈,0.873,反馈售后还敷衍,0.000223189,0.999777,0.999504,0
价格,售后,0.873,反馈售后还敷衍,0.000223189,0.999777,0.999504,0
物流,售后,0.887,反馈售后还敷衍,0.000223189,0.999777,0.999504,0
服务,售后,0.89,反馈售后还敷衍,0.000223189,0.999777,0.999504,0
效果,效果,1.0,效果没有很好,0.0178498,0.98215,0.960334,0
发货,收货,1.0,一个收货地址快递放的3,0.0580657,0.941934,0.870965,0
发货,收到,0.874,收到了,0.391056,0.608944,0.130988,0
发货,发货,1.0,漏发货了,0.00428584,0.995714,0.990476,0
物流,物流,1.0,物流有点慢,0.0362957,0.963704,0.919343,0
包装,标明,0.879,标明承诺第二天送达,0.107789,0.892211,0.760468,0
包装,标明,0.879,送不到就别标明承诺二字,0.000818797,0.999181,0.998181,0
发货,送达,0.886,标明承诺第二天送达,0.107789,0.892211,0.760468,0
物流,送,0.852,标明承诺第二天送达,0.107789,0.892211,0.760468,0
物流,送,0.852,送不到就别标明承诺二字,0.000818797,0.999181,0.998181,0
物流,送,0.852,第三天下去5点才送到,0.451465,0.548535,0.029304,1
物流,送,0.852,没处理也是第三天下午5点送到,0.0192809,0.980719,0.957153,0
发货,送,0.871,标明承诺第二天送达,0.107789,0.892211,0.760468,0
发货,送,0.871,送不到就别标明承诺二字,0.000818796,0.999181,0.998181,0
发货,送,0.871,第三天下去5点才送到,0.451465,0.548535,0.0292969,1
发货,送,0.871,没处理也是第三天下午5点送到,0.0192809,0.980719,0.957153,0
包装,标明,0.879,标明承诺第二天送达,0.107789,0.892211,0.760468,0
包装,标明,0.879,送不到就别标明承诺二字,0.000818797,0.999181,0.998181,0
发货,送到,0.865,第三天下去5点才送到,0.451465,0.548535,0.0293034,1
发货,送到,0.865,没处理也是第三天下午5点送到,0.0192809,0.980719,0.957153,0
发货,送到,0.865,第三天下去5点才送到,0.451465,0.548535,0.0292969,1
发货,送到,0.865,没处理也是第三天下午5点送到,0.0192809,0.980719,0.957153,0
味道,气,0.879,气*我了,0.0654778,0.934522,0.854494,0
发货,发少,0.858,发少了一盒也检查不出来,0.00298148,0.997019,0.993374,0
发货,收到,0.874,我买了两盒药只收到了一盒,0.683559,0.316441,0.296797,2
效果,没用,0.855,还没用上,0.00705432,0.992946,0.984324,0
物流,物流,1.0,这个物流,0.165624,0.834376,0.631947,0
服务,客服,0.878,找这个上面客服理论么太不人性化,0.000447737,0.999552,0.999005,0
发货,发烧,0.861,发烧头疼,0.0129378,0.987062,0.97125,0
物流,物流,1.0,淘宝的物流在那么垃圾,0.0109795,0.989021,0.975601,0
物流,物流,1.0,真慢你还能更慢吗？物流真的不能乱收购,5.15544e-05,0.999948,0.999885,0
物流,物流,1.0,淘宝的物流在那么垃圾,0.0109795,0.989021,0.975601,0
物流,物流,1.0,真慢你还能更慢吗？物流真的不能乱收购,5.15544e-05,0.999948,0.999885,0
发货,收购,0.872,真慢你还能更慢吗？物流真的不能乱收购,5.15544e-05,0.999948,0.999885,0
品牌,口碑,0.878,会坏自己的口碑,0.0144232,0.985577,0.967948,0
包装,药盒,0.882,药盒也被压瘪裂口了,0.00614919,0.993851,0.986335,0
发货,送达,0.886,要是能当日送达就更好了,0.633164,0.366836,0.184808,2
发货,送错,0.873,快递自己送错地方,0.102677,0.897323,0.771829,0
物流,物流,1.0,物流太慢了,0.00743493,0.992565,0.983478,0
发货,发货,1.0,说了从本省发货结果从外省发,0.00261484,0.997385,0.994189,0
包装,外省,0.855,说了从本省发货结果从外省发,0.00261484,0.997385,0.994189,0
发货,发,0.871,说了从本省发货结果从外省发,0.00261483,0.997385,0.994189,0
发货,收,0.875,收了快递费要两天才到,0.00521378,0.994786,0.988414,0
效果,速度,0.722,速度,0.962344,0.0376562,0.916319,2
质量,速度,0.888,速度,0.962344,0.0376562,0.91632,2
效果,管用,0.874,挺管用,0.994783,0.00521716,0.988406,2
发货,发货,1.0,发货快,0.882109,0.117891,0.738021,2
正品,包装,0.89,包装得好,0.950375,0.0496249,0.889722,2
包装,包装,1.0,包装得好,0.950375,0.0496249,0.889722,2
品牌,体验,0.867,全新体验,0.997554,0.00244629,0.994564,2
质量,回购,0.856,回购,0.979993,0.0200066,0.955541,2
正品,药品,0.879,一个处方不能多个药品,0.0165332,0.983467,0.96326,0
包装,药品,0.878,一个处方不能多个药品,0.0165332,0.983467,0.96326,0
效果,没用,0.855,还没用,0.000724734,0.999275,0.998389,0
效果,常备,0.854,家中常备,0.996399,0.00360102,0.991998,2
价格,价格,1.0,这个价格挺合适的,0.991954,0.0080464,0.982119,2
包装,外面,0.863,我爸说从外面买十粒的是16块钱,0.130294,0.869706,0.710458,0
效果,合,0.849,这个价格挺合适的,0.991954,0.0080464,0.982119,2
效果,合,0.849,这个合下来是十块,0.251629,0.748371,0.440824,0
发货,发货,1.0,查了说马上到结果又返回发货方了,0.000601411,0.999399,0.998663,0
物流,物流,1.0,他的已解决就是问了下物流关键物流都没回他,0.117827,0.882173,0.738161,0
物流,物流,1.0,他的已解决就是问了下物流关键物流都没回他,0.117827,0.882173,0.738161,0
服务,客服,0.878,中间又换了几个客服,0.00277522,0.997225,0.993833,0
服务,客服,0.878,后面来个客服综业2447查了半天说是我拒收的,0.000807568,0.999192,0.998205,0
服务,客服,0.878,每个客服都要花几十分钟,0.0139401,0.98606,0.969022,0
服务,客服,0.878,中间又换了几个客服,0.00277522,0.997225,0.993833,0
服务,客服,0.878,后面来个客服综业2447查了半天说是我拒收的,0.000807568,0.999192,0.998205,0
服务,客服,0.878,每个客服都要花几十分钟,0.0139401,0.98606,0.969022,0
品牌,招牌,0.875,这就是阿里的招牌,0.278438,0.721562,0.381249,0
发货,下单,1.0,下单收到货20天,0.0731354,0.926865,0.837477,0
发货,收到,0.874,买个药10天了还没收到还要顾客自己问,0.000753631,0.999246,0.998325,0
发货,收到,0.874,下单收到货20天,0.0731354,0.926865,0.837477,0
正品,货,0.884,查了说马上到结果又返回发货方了,0.000601411,0.999399,0.998663,0
正品,货,0.884,下单收到货20天,0.0731354,0.926865,0.837477,0
发货,货,0.891,查了说马上到结果又返回发货方了,0.000601411,0.999399,0.998663,0
发货,货,0.891,下单收到货20天,0.0731354,0.926865,0.837477,0
服务,客服,0.878,中间又换了几个客服,0.00277522,0.997225,0.993833,0
服务,客服,0.878,后面来个客服综业2447查了半天说是我拒收的,0.000807568,0.999192,0.998205,0
服务,客服,0.878,每个客服都要花几十分钟,0.0139401,0.98606,0.969022,0
效果,保质期,0.867,保质期到2024年,0.329763,0.670237,0.267192,0
包装,保质期,0.944,保质期到2024年,0.329764,0.670236,0.267192,0
效果,会员价,0.866,药店会员价10块,0.303865,0.696135,0.324745,0
效果,一次性,0.862,所以一次性买了3盒,0.979567,0.0204328,0.954594,2
质量,一次性,0.866,所以一次性买了3盒,0.979567,0.0204328,0.954594,2
包装,盒,0.892,所以一次性买了3盒,0.979567,0.0204328,0.954594,2
价格,以防万一,0.854,以防万一吧,0.183059,0.816941,0.593202,0
价格,生产日期,0.877,生产日期都是2020年的,0.416483,0.583517,0.0744817,0
品牌,体验,0.867,整体体验极差,0.000132685,0.999867,0.999705,0
发货,收到,0.874,收到,0.688881,0.311119,0.308625,2
正品,货,0.884,货齐全,0.997626,0.0023737,0.994725,2
发货,货,0.891,货齐全,0.997626,0.0023737,0.994725,2
正品,处方药,0.702,除了不能买处方药,0.0109726,0.989027,0.975617,0
包装,外,0.854,有运费外都很好,0.999464,0.000535702,0.99881,2
价格,价格,1.0,价格又便宜,0.976972,0.0230277,0.948827,2
效果,管用,0.874,之前吃过很管用,0.992755,0.00724513,0.9839,2
价格,价格比,0.95,价格比药店便宜,0.950949,0.0490512,0.890997,2
质量,价格比,0.707,价格比药店便宜,0.950949,0.0490511,0.890997,2
正品,正品,1.0,都是正品,0.999317,0.000682774,0.998483,2
包装,正品,0.89,都是正品,0.999317,0.000682774,0.998483,2
效果,换季,0.859,换季了,0.968323,0.0316767,0.929607,2
效果,速度,0.722,速度挺快,0.999831,0.000168784,0.999625,2
质量,速度,0.888,速度挺快,0.999831,0.000168784,0.999625,2
发货,到货,1.0,到货快,0.983943,0.0160569,0.964318,2
效果,服用,0.87,建议晚上睡前服用,0.956737,0.0432635,0.903859,2
服务,服用,0.854,建议晚上睡前服用,0.956737,0.0432635,0.903859,2
效果,常备,0.854,常备药品一直都是在这里购买的,0.99971,0.000290244,0.999355,2
正品,药品,0.879,常备药品一直都是在这里购买的,0.99971,0.000290244,0.999355,2
包装,药品,0.878,常备药品一直都是在这里购买的,0.99971,0.000290244,0.999355,2
发货,付款,0.894,说好几点前付款,0.064679,0.935321,0.856269,0
正品,正品,1.0,是正品,0.998528,0.00147158,0.99673,2
包装,正品,0.89,是正品,0.998528,0.00147159,0.99673,2
物流,物流,1.0,物流速度很快,0.994871,0.00512919,0.988602,2
效果,速度,0.722,物流速度很快,0.994871,0.00512919,0.988602,2
质量,速度,0.888,物流速度很快,0.994871,0.00512919,0.988602,2
正品,包装,0.89,包装很好,0.997631,0.00236918,0.994735,2
包装,包装,1.0,包装很好,0.997631,0.00236918,0.994735,2
物流,物流,1.0,物流也很快,0.998092,0.00190818,0.99576,2
发货,收到,0.874,宝贝收到了,0.905408,0.0945918,0.789796,2
正品,包装,0.89,包装好物流快,0.993889,0.00611129,0.986419,2
包装,包装,1.0,包装好物流快,0.993889,0.00611128,0.986419,2
物流,物流,1.0,包装好物流快,0.993889,0.00611129,0.986419,2
效果,常备,0.854,常备家庭用药,0.98088,0.0191198,0.957512,2
价格,价格,1.0,买了很多价格很实惠,0.998967,0.00103289,0.997705,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41049e-05,0.999946,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41049e-05,0.999946,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41048e-05,0.999946,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41048e-05,0.999946,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41048e-05,0.999946,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41048e-05,0.999946,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41048e-05,0.999946,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41049e-05,0.999946,2
质量,回购,0.856,还会继续回购关注,0.999976,2.41048e-05,0.999946,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
包装,老板,0.864,老板生意兴隆,0.987972,0.0120283,0.97327,2
服务,客服,0.878,店家客服态度好,0.898814,0.101186,0.775143,2
服务,客服,0.878,店家客服态度好,0.898814,0.101186,0.775143,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
物流,物流,1.0,物流也不错的,0.998926,0.00107414,0.997613,2
物流,物流,1.0,物流也不错的,0.998926,0.00107414,0.997613,2
发货,收到,0.874,很快就收到了呢,0.988169,0.0118315,0.973708,2
发货,收到,0.874,很快就收到了呢,0.988169,0.0118315,0.973708,2
价格,性价比,0.724,性价比挺高的,0.999876,0.000123867,0.999725,2
价格,性价比,0.724,性价比挺高的,0.999876,0.000123867,0.999725,2
服务,客服,0.878,店家客服态度好,0.898814,0.101186,0.775143,2
服务,客服,0.878,店家客服态度好,0.898814,0.101186,0.775143,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
发货,发货,1.0,发货很快,0.946432,0.0535677,0.880961,2
物流,物流,1.0,物流也不错的,0.998926,0.00107414,0.997613,2
物流,物流,1.0,物流也不错的,0.998926,0.00107414,0.997613,2
发货,收到,0.874,很快就收到了呢,0.988169,0.0118315,0.973708,2
发货,收到,0.874,很快就收到了呢,0.988169,0.0118315,0.973708,2
价格,性价比,0.724,性价比挺高的,0.999876,0.000123867,0.999725,2
价格,性价比,0.724,性价比挺高的,0.999876,0.000123867,0.999725,2
发货,简单,0.859,中药学变化与统一图片作业简单中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单变化与统一图片作业简单中药学变化与统一图片作业简单,0.947705,0.0522949,0.883789,2
发货,简单,0.859,中药学变化与统一图片作业简单中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单变化与统一图片作业简单中药学变化与统一图片作业简单,0.947705,0.052295,0.883789,2
发货,简单,0.859,中药学变化与统一图片作业简单中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单变化与统一图片作业简单中药学变化与统一图片作业简单,0.947705,0.0522949,0.883789,2
发货,简单,0.859,中药学变化与统一图片作业简单中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单变化与统一图片作业简单中药学变化与统一图片作业简单,0.947705,0.0522949,0.883789,2
发货,简单,0.859,中药学变化与统一图片作业简单中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单变化与统一图片作业简单中药学变化与统一图片作业简单,0.947705,0.0522949,0.883789,2
发货,简单,0.859,中药学变化与统一图片作业简单中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单中药学中药学变化与统一图片作业简单变化与统一图片作业简单中药学变化与统一图片作业简单,0.947705,0.052295,0.883789,2
质量,高品质,0.944,高品质,0.999752,0.000247569,0.99945,2
质量,高品质,0.944,高品质,0.999752,0.000247569,0.99945,2
质量,高品质,0.944,高品质,0.999752,0.000247569,0.99945,2
质量,高品质,0.944,高品质,0.999752,0.000247569,0.99945,2
质量,一分货,0.861,一分钱一分货,0.103814,0.896186,0.769302,0
质量,一分货,0.861,一分钱一分货,0.103814,0.896186,0.769302,0
质量,一分货,0.861,一分钱一分货,0.103814,0.896186,0.769302,0
质量,一分货,0.861,一分钱一分货,0.103814,0.896186,0.769302,0
质量,材质,0.876,材质外观和质量一看就很上档次,0.99982,0.000179589,0.999601,2
质量,材质,0.876,材质外观和质量一看就很上档次,0.99982,0.000179589,0.999601,2
质量,材质,0.876,材质外观和质量一看就很上档次,0.99982,0.000179589,0.999601,2
质量,材质,0.876,材质外观和质量一看就很上档次,0.99982,0.000179589,0.999601,2
质量,外观,0.873,材质外观和质量一看就很上档次,0.99982,0.000179589,0.999601,2
质量,外观,0.873,材质外观和质量一看就很上档次,0.99982,0.000179589,0.999601,2
